Kabupaten/Kota;Status Kabupaten/Kota;Kecamatan;Desa/Kelurahan;Status Desa/Kelurahan
Nias Selatan;Kabupaten;Idanotae;Harefa Orahua;Desa
Nias Selatan;Kabupaten;Idanotae;Hiligabungan;Desa
Nias Selatan;Kabupaten;Idanotae;Hilimbowo Idanotae;Desa
Nias Selatan;Kabupaten;Idanotae;Hilisalo'o;Desa
Nias Selatan;Kabupaten;Idanotae;Hiliserangkai;Desa
Nias Selatan;Kabupaten;Idanotae;Lahusa Idanotae;Desa
Nias Selatan;Kabupaten;Idanotae;Orahua;Desa
Nias Selatan;Kabupaten;Idanotae;Sirahia;Desa
Nias Selatan;Kabupaten;Idanotae;Umbu Idanotae;Desa
Nias Selatan;Kabupaten;Lahusa;Angorudua Balaekha;Desa
Nias Selatan;Kabupaten;Lahusa;Bawolato;Desa
Nias Selatan;Kabupaten;Lahusa;Bawo'otalua;Desa
Nias Selatan;Kabupaten;Lahusa;Bawozihono;Desa
Nias Selatan;Kabupaten;Lahusa;Golambanua I;Desa
Nias Selatan;Kabupaten;Lahusa;Harenoro;Desa
Nias Selatan;Kabupaten;Lahusa;Hiliabolata;Desa
Nias Selatan;Kabupaten;Lahusa;Hiligambukha;Desa
Nias Selatan;Kabupaten;Lahusa;Hilinawalo Balaekha;Desa
Nias Selatan;Kabupaten;Lahusa;Hilioru Dua;Desa
Nias Selatan;Kabupaten;Lahusa;Hilisimaetano Balaekha;Desa
Nias Selatan;Kabupaten;Lahusa;Hiliwatema;Desa
Nias Selatan;Kabupaten;Lahusa;Hilizomboi;Desa
Nias Selatan;Kabupaten;Lahusa;Lahusa;Desa
Nias Selatan;Kabupaten;Lahusa;Lahusa I;Desa
Nias Selatan;Kabupaten;Lahusa;Mogae;Desa
Nias Selatan;Kabupaten;Lahusa;Oikhoda Balaekha;Desa
Nias Selatan;Kabupaten;Lahusa;Orahili Balaekha;Desa
Nias Selatan;Kabupaten;Lahusa;Sarahililaza;Desa
Nias Selatan;Kabupaten;Lahusa;Sinar Baho;Desa
Nias Selatan;Kabupaten;Lahusa;Sinar Baru Darodaro;Desa
Nias Selatan;Kabupaten;Lahusa;Sobawagoli;Desa
Nias Selatan;Kabupaten;Lahusa;Tetezou;Desa
Nias Selatan;Kabupaten;Lolomatua;Botohilindruria;Desa
Nias Selatan;Kabupaten;Lolomatua;Caritas Sogawunasi,;Desa
Nias Selatan;Kabupaten;Lolomatua;Ewo;Desa
Nias Selatan;Kabupaten;Lolomatua;Hilifaondrato;Desa
Nias Selatan;Kabupaten;Lolomatua;Hiliotalua;Desa
Nias Selatan;Kabupaten;Lolomatua;Hilisangowola;Desa
Nias Selatan;Kabupaten;Lolomatua;Koendrafo;Desa
Nias Selatan;Kabupaten;Lolomatua;Ko'olotano;Desa
Nias Selatan;Kabupaten;Lolomatua;Lawa-lawa Luo;Desa
Nias Selatan;Kabupaten;Lolomatua;Orudua Lawa-lawa Luo;Desa
Nias Selatan;Kabupaten;Lolomatua;Tesikhori;Desa
Nias Selatan;Kabupaten;Lolomatua;Tuhemberua;Desa
Nias Selatan;Kabupaten;Lolomatua;Tumari;Desa
Nias Selatan;Kabupaten;Lolowau;Amuri;Desa
Nias Selatan;Kabupaten;Lolowau;Bawosalo'o Siwalawa;Desa
Nias Selatan;Kabupaten;Lolowau;Botohili;Desa
Nias Selatan;Kabupaten;Lolowau;Hilifadolo;Desa
Nias Selatan;Kabupaten;Lolowau;Hilikara;Desa
Nias Selatan;Kabupaten;Lolowau;Hilimbowo Siwalawa;Desa
Nias Selatan;Kabupaten;Lolowau;Lolofaoso;Desa
Nias Selatan;Kabupaten;Lolowau;Lolohowa;Desa
Nias Selatan;Kabupaten;Lolowau;Lolomoyo;Desa
Nias Selatan;Kabupaten;Lolowau;Lolowau;Desa
Nias Selatan;Kabupaten;Lolowau;Nituwu Boho;Desa
Nias Selatan;Kabupaten;Lolowau;Samiri;Desa
Nias Selatan;Kabupaten;Lolowau;Sisarahili Ekholo;Desa
Nias Selatan;Kabupaten;Lolowau;Tuhegafoa;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Bawomaenamolo;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Botohili Silambo;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Botohili Sorake;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Botohilisalo'o;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Botohilitano;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Hiliamaetaniha;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Hilimaenamolo;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Lagundri;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Orahili Faomasi;Desa
Nias Selatan;Kabupaten;Luahagundre Maniamolo;Sondregeasi;Desa
Nias Selatan;Kabupaten;Maniamolo;Bawogosali;Desa
Nias Selatan;Kabupaten;Maniamolo;Bawohosi Maniamolo;Desa
Nias Selatan;Kabupaten;Maniamolo;Bawosaodano;Desa
Nias Selatan;Kabupaten;Maniamolo;Bonia Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Eho Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Faomasi Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Hiliaurifa Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Hilifalawu;Desa
Nias Selatan;Kabupaten;Maniamolo;Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Idala Jaya Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Ndraso Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Pekan Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Samadaya Hilisimaetano;Desa
Nias Selatan;Kabupaten;Maniamolo;Soto'o Hilisimaetano;Desa
Nias Selatan;Kabupaten;Mazino;Bawolahusa;Desa
Nias Selatan;Kabupaten;Mazino;Bawolahusa Doli-doli;Desa
Nias Selatan;Kabupaten;Mazino;Hilifondege Hilizoroilawa;Desa
Nias Selatan;Kabupaten;Mazino;Hililaza Hilinawalo Mazino;Desa
Nias Selatan;Kabupaten;Mazino;Hilinawalo Mazino;Desa
Nias Selatan;Kabupaten;Mazino;Hilizalo'otano;Desa
Nias Selatan;Kabupaten;Mazino;Hilizalo'otano Laowo;Desa
Nias Selatan;Kabupaten;Mazino;Hilizalo'otano Larono;Desa
Nias Selatan;Kabupaten;Mazino;Hilizoroi Lawa;Desa
Nias Selatan;Kabupaten;Mazino;Lawindra;Desa
Nias Selatan;Kabupaten;Mazino;Lolomboli;Desa
Nias Selatan;Kabupaten;Mazo;Guigui;Desa
Nias Selatan;Kabupaten;Mazo;Hilimaufa;Desa
Nias Selatan;Kabupaten;Mazo;Hilimbaruzo;Desa
Nias Selatan;Kabupaten;Mazo;Luahandroito;Desa
Nias Selatan;Kabupaten;Mazo;Orahuahili;Desa
Nias Selatan;Kabupaten;Mazo;Siofabanua;Desa
Nias Selatan;Kabupaten;Mazo;Tafulu;Desa
Nias Selatan;Kabupaten;Mazo;Tetegawa'ai;Desa
Nias Selatan;Kabupaten;Mazo;Tetegawa'ai Ehomo;Desa
Nias Selatan;Kabupaten;Mazo;Ulu Mazo;Desa
Nias Selatan;Kabupaten;O'o'u;Balohili O'o'u;Desa
Nias Selatan;Kabupaten;O'o'u;Bawosalo'o Bawoluo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Hilimbowo;Desa
Nias Selatan;Kabupaten;O'o'u;Simandraolo;Desa
Nias Selatan;Kabupaten;O'o'u;Simandraolo O'o'u;Desa
Nias Selatan;Kabupaten;O'o'u;Suka Maju;Desa
Nias Selatan;Kabupaten;Onohazumba;Fadoro Ewo;Desa
Nias Selatan;Kabupaten;Onohazumba;Helefanikha;Desa
Nias Selatan;Kabupaten;Onohazumba;Hiliweto;Desa
Nias Selatan;Kabupaten;Onohazumba;Lauso;Desa
Nias Selatan;Kabupaten;Onohazumba;Onohazumba;Desa
Nias Selatan;Kabupaten;Onohazumba;Orahili Huruna;Desa
Nias Selatan;Kabupaten;Onohazumba;Sisobahili Oyo;Desa
Nias Selatan;Kabupaten;Onohazumba;Sisobahili Huruna;Desa
Nias Selatan;Kabupaten;Onohazumba;Soroma'asi;Desa
Nias Selatan;Kabupaten;Onohazumba;Tetehosi;Desa
Nias Selatan;Kabupaten;Onolalu;Hilialito Saua;Desa
Nias Selatan;Kabupaten;Onolalu;Hilifalago;Desa
Nias Selatan;Kabupaten;Onolalu;Hilifalago Raya;Desa
Nias Selatan;Kabupaten;Onolalu;Hilifarono;Desa
Nias Selatan;Kabupaten;Onolalu;Hilikara;Desa
Nias Selatan;Kabupaten;Onolalu;Hilimondregeraya;Desa
Nias Selatan;Kabupaten;Onolalu;Hilinamozaua;Desa
Nias Selatan;Kabupaten;Onolalu;Hilinamozaua Raya;Desa
Nias Selatan;Kabupaten;Onolalu;Hilionaha;Desa
Nias Selatan;Kabupaten;Onolalu;Hilisanekhehosi;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Balogia;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Baruyu Lasara;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Bawo'amahelato;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Bawodobara;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Bawo'omasio;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Hiliamaodula;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Hiliotalua;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Koto;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Lasonde;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Loboi;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Onaya;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Orahili;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Rapa-rapa Melayu;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Sebuasi;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Sidua Ewali;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Sifitu Ewali;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Silima Ewali;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Simaluaya;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Sinauru;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Siofa Ewali;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Sisarahili;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu;Pasar Pulau Tello;Kelurahan
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Bawolawindra;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Bawositora;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Bintuang;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Fuge;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Hayo;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Hilizamorogotano;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Luaha Idano Pono;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Sibaranun;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Barat;Sigese;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Adam;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Bais;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Bais Baru;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Labara;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Labuan Bajau;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Labuan Hiu;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Labuan Rima;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Labuan Rima Baru;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Lambak;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Timur;Mahang Labara;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Afore Gobo;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Bale-bale;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Bale-bale Sibohou;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Limo Biang;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Majino Lorang;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Marit Baru;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Memong;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Silima Banua Marit;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Siofa Banua Lorang;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Teluk Limo;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Wawa;Desa
Nias Selatan;Kabupaten;Pulau-Pulau Batu Utara;Zia Biang;Desa
Nias Selatan;Kabupaten;Sidua'ori;Hilidohona;Desa
Nias Selatan;Kabupaten;Sidua'ori;Hililaora;Desa
Nias Selatan;Kabupaten;Sidua'ori;Hilisao'oto;Desa
Nias Selatan;Kabupaten;Sidua'ori;Hilizanuwo;Desa
Nias Selatan;Kabupaten;Sidua'ori;Hoya;Desa
Nias Selatan;Kabupaten;Sidua'ori;Mondrowe;Desa
Nias Selatan;Kabupaten;Sidua'ori;Na'ai;Desa
Nias Selatan;Kabupaten;Sidua'ori;Olanori;Desa
Nias Selatan;Kabupaten;Sidua'ori;Taluzusua;Desa
Nias Selatan;Kabupaten;Sidua'ori;Uluidanoduo;Desa
Nias Selatan;Kabupaten;Sidua'ori;Umbu Sohahau;Desa
Nias Selatan;Kabupaten;Simuk;Gobo;Desa
Nias Selatan;Kabupaten;Simuk;Gobo Baru;Desa
Nias Selatan;Kabupaten;Simuk;Gondia;Desa
Nias Selatan;Kabupaten;Simuk;Maufa;Desa
Nias Selatan;Kabupaten;Simuk;Silina;Desa
Nias Selatan;Kabupaten;Simuk;Silina Baru;Desa
Nias Selatan;Kabupaten;Somambawa;Fanedanu;Desa
Nias Selatan;Kabupaten;Somambawa;Gabungan Tasua;Desa
Nias Selatan;Kabupaten;Somambawa;Golambanua II;Desa
Nias Selatan;Kabupaten;Somambawa;Hilialawa;Desa
Nias Selatan;Kabupaten;Somambawa;Hiliorahua Tasua;Desa
Nias Selatan;Kabupaten;Somambawa;Mehaga;Desa
Nias Selatan;Kabupaten;Somambawa;Oladano;Desa
Nias Selatan;Kabupaten;Somambawa;Sifitubanua;Desa
Nias Selatan;Kabupaten;Somambawa;Sihare'o;Desa
Nias Selatan;Kabupaten;Somambawa;Silima Banua;Desa
Nias Selatan;Kabupaten;Somambawa;Sinar Susua;Desa
Nias Selatan;Kabupaten;Somambawa;Sitolu Banua;Desa
Nias Selatan;Kabupaten;Somambawa;Siwalu Banua;Desa
Nias Selatan;Kabupaten;Somambawa;Somambawa;Desa
Nias Selatan;Kabupaten;Susua;Bintang Baru;Desa
Nias Selatan;Kabupaten;Susua;Dao-dao Zanuwo;Desa
Nias Selatan;Kabupaten;Susua;Hiliadulosoi;Desa
Nias Selatan;Kabupaten;Susua;Hiliana'a Susua;Desa
Nias Selatan;Kabupaten;Susua;Hilidanayao;Desa
Nias Selatan;Kabupaten;Susua;Hilimboe;Desa
Nias Selatan;Kabupaten;Susua;Hilimboho;Desa
Nias Selatan;Kabupaten;Susua;Hiliorahua;Desa
Nias Selatan;Kabupaten;Susua;Hiliorudua;Desa
Nias Selatan;Kabupaten;Susua;Hilisibohou;Desa
Nias Selatan;Kabupaten;Susua;Hilitobara Susua;Desa
Nias Selatan;Kabupaten;Susua;Hiliwaebu;Desa
Nias Selatan;Kabupaten;Susua;Hilizamurugo;Desa
Nias Selatan;Kabupaten;Susua;Orahili Bo'e;Desa
Nias Selatan;Kabupaten;Susua;Orahili Susua;Desa
Nias Selatan;Kabupaten;Susua;Orahua Uluzoi;Desa
Nias Selatan;Kabupaten;Susua;Sifalago Susua;Desa
Nias Selatan;Kabupaten;Susua;Sisobahili;Desa
Nias Selatan;Kabupaten;Tanah Masa;Baluta;Desa
Nias Selatan;Kabupaten;Tanah Masa;Bawo Analita Saeru;Desa
Nias Selatan;Kabupaten;Tanah Masa;Bawo Ofuloa;Desa
Nias Selatan;Kabupaten;Tanah Masa;Bawo Orudua;Desa
Nias Selatan;Kabupaten;Tanah Masa;Eho Baluta;Desa
Nias Selatan;Kabupaten;Tanah Masa;Hale Baluta;Desa
Nias Selatan;Kabupaten;Tanah Masa;Hiligeho Sogawu;Desa
Nias Selatan;Kabupaten;Tanah Masa;Hiliomasio;Desa
Nias Selatan;Kabupaten;Tanah Masa;Jeke;Desa
Nias Selatan;Kabupaten;Tanah Masa;Makole;Desa
Nias Selatan;Kabupaten;Tanah Masa;Saeru Melayu;Desa
Nias Selatan;Kabupaten;Tanah Masa;Sifauruasi;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Bawodobara;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Bawolowalani;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Bawonifaoso;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Bawozaua;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Ganowo Saua;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hiliamuri;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hiliana'a;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hiliganowo;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hiliganowo Salo'o;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hiligeho;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hililaza;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hilisao'otoniha;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hilisondrekha;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Hilitobara;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Nanowa;Desa
Nias Selatan;Kabupaten;Teluk Dalam;Pasar Teluk Dalam;Kelurahan
Nias Selatan;Kabupaten;Toma;Bawoganowo;Desa
Nias Selatan;Kabupaten;Toma;Hili'alawa;Desa
Nias Selatan;Kabupaten;Toma;Hiliamaetaluo;Desa
Nias Selatan;Kabupaten;Toma;Hiliasi;Desa
Nias Selatan;Kabupaten;Toma;Hilimagari;Desa
Nias Selatan;Kabupaten;Toma;Hilinamoniha;Desa
Nias Selatan;Kabupaten;Toma;Hilindraso Raya;Desa
Nias Selatan;Kabupaten;Toma;Hilindrasoniha;Desa
Nias Selatan;Kabupaten;Toma;Hilisataro;Desa
Nias Selatan;Kabupaten;Toma;Hilisataro Eho Sofayo;Desa
Nias Selatan;Kabupaten;Toma;Hilisataro Gewa;Desa
Nias Selatan;Kabupaten;Toma;Hilisataro Nandisa;Desa
Nias Selatan;Kabupaten;Toma;Hilisataro Raya;Desa
Nias Selatan;Kabupaten;Toma;Hilisoromi;Desa
Nias Selatan;Kabupaten;Ulunoyo;Ambukha I;Desa
Nias Selatan;Kabupaten;Ulunoyo;Amorosa;Desa
Nias Selatan;Kabupaten;Ulunoyo;Bawo Lolomatua;Desa
Nias Selatan;Kabupaten;Ulunoyo;Borowosi;Desa
Nias Selatan;Kabupaten;Ulunoyo;Hilifakhe;Desa
Nias Selatan;Kabupaten;Ulunoyo;Hilimaera;Desa
Nias Selatan;Kabupaten;Ulunoyo;Hiliwaebu;Desa
Nias Selatan;Kabupaten;Ulunoyo;Loloana'a;Desa
Nias Selatan;Kabupaten;Ulunoyo;Marao;Desa
Nias Selatan;Kabupaten;Ulunoyo;Orahili Ulunoyo;Desa
Nias Selatan;Kabupaten;Ulunoyo;Puncak Lolomatua;Desa
Nias Selatan;Kabupaten;Ulunoyo;Sambulu;Desa
Nias Selatan;Kabupaten;Ulunoyo;Suka Maju;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Damai;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Dao-dao Zanuwo Idano Tae;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Fanedanu;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Fanedanu Sibohou;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Hilialo'oa;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Lawa-lawa Luo Idanotae;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Lolozukhu;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Silima Banua Umbunasi;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Sindrolo;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Sisarahili Ewo;Desa
Nias Selatan;Kabupaten;Ulu Idanotae;Sisiwa Ewali;Desa
Nias Selatan;Kabupaten;Umbunasi;Ambukha;Desa
Nias Selatan;Kabupaten;Umbunasi;Balohili Mola;Desa
Nias Selatan;Kabupaten;Umbunasi;Foikhugaga;Desa
Nias Selatan;Kabupaten;Umbunasi;Hilibadalu;Desa
Nias Selatan;Kabupaten;Umbunasi;Hiliuso;Desa
Nias Selatan;Kabupaten;Umbunasi;Lawindra;Desa
Nias Selatan;Kabupaten;Umbunasi;Orahili Mola;Desa
Nias Selatan;Kabupaten;Umbunasi;Orlin;Desa
Nias Selatan;Kabupaten;Umbunasi;Sifaoro'asi Mola;Desa
Nias Selatan;Kabupaten;Umbunasi;Tobualo;Desa
Nias Selatan;Kabupaten;Umbunasi;Umbunasi;Desa
Nias Selatan;Kabupaten;Ulususua;Amandraya;Desa
Nias Selatan;Kabupaten;Ulususua;Foikhu Fondrako;Desa
Nias Selatan;Kabupaten;Ulususua;Fondrakoraya;Desa
Nias Selatan;Kabupaten;Ulususua;Hilinifaoso;Desa
Nias Selatan;Kabupaten;Ulususua;Hiliwosi;Desa
Nias Selatan;Kabupaten;Ulususua;Lahusa Susua;Desa
Nias Selatan;Kabupaten;Ulususua;Orahili Fondrako;Desa
Nias Selatan;Kabupaten;Ulususua;Orudua Sibohou;Desa
Nias Selatan;Kabupaten;Ulususua;Ramba-ramba;Desa
Nias Selatan;Kabupaten;Ulususua;Sifaoroasi;Desa
Nias Selatan;Kabupaten;Ulususua;Sisarahili Susua;Desa
Nias Selatan;Kabupaten;Ulususua;Susua;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Batang Onang Baru;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Batang Onang Lama;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Batu Mamak;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Batu Nanggar;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Batu Pulut;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Bonan Dolok;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Galanggang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Gunung Tua Batang Onang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Gunung Tua Tumbu Jati;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Gunung Tua Julu;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Huta Lombang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Janji Manahan;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Janji Mauli;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Morang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Padang Bujur Baru;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Padang Garugur;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Padang Matinggi;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Paran Batu;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Pangkal Dolok Julu;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Pangkal Dolok Lama;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Parau Sorat;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Pasir Ampolu Hepeng;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Pintu Padang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Purba Tua;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Sayur Matinggi;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Sayur Matinggi Julu;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Simanapang;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Simangambat Dolok;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Simaninggir;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Simardona;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Tamosu;Desa
Padang Lawas Utara;Kabupaten;Batang Onang;Pasar Matanggor;Kelurahan
Padang Lawas Utara;Kabupaten;Dolok;Aek Haruaya;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Ilung;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Rao Tapian Nadenggan;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Suhat Jae;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Suhat Tr;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Sundur;Desa
Padang Lawas Utara;Kabupaten;Dolok;Aek Tangga;Desa
Padang Lawas Utara;Kabupaten;Dolok;Arse;Desa
Padang Lawas Utara;Kabupaten;Dolok;Bahap;Desa
Padang Lawas Utara;Kabupaten;Dolok;Bandar Nauli;Desa
Padang Lawas Utara;Kabupaten;Dolok;Baringin Sil;Desa
Padang Lawas Utara;Kabupaten;Dolok;Baringin Sip;Desa
Padang Lawas Utara;Kabupaten;Dolok;Batu Runding;Desa
Padang Lawas Utara;Kabupaten;Dolok;Binanga Gumbot;Desa
Padang Lawas Utara;Kabupaten;Dolok;Binanga Panosahan;Desa
Padang Lawas Utara;Kabupaten;Dolok;Bintais Julu;Desa
Padang Lawas Utara;Kabupaten;Dolok;Bukit Tinggi;Desa
Padang Lawas Utara;Kabupaten;Dolok;Bunut;Desa
Padang Lawas Utara;Kabupaten;Dolok;Dalihan Natolu;Desa
Padang Lawas Utara;Kabupaten;Dolok;Dolok Sanggul;Desa
Padang Lawas Utara;Kabupaten;Dolok;Gumaruntar;Desa
Padang Lawas Utara;Kabupaten;Dolok;Gumbot;Desa
Padang Lawas Utara;Kabupaten;Dolok;Gunung Maria;Desa
Padang Lawas Utara;Kabupaten;Dolok;Gunung Salamat;Desa
Padang Lawas Utara;Kabupaten;Dolok;Hula Baringin;Desa
Padang Lawas Utara;Kabupaten;Dolok;Huta Baru Sil;Desa
Padang Lawas Utara;Kabupaten;Dolok;Huta Baru Sip;Desa
Padang Lawas Utara;Kabupaten;Dolok;Huta Imbarugul;Desa
Padang Lawas Utara;Kabupaten;Dolok;Jambur Batu;Desa
Padang Lawas Utara;Kabupaten;Dolok;Janji Manahan Gul;Desa
