Kabupaten/Kota;Status Kabupaten/Kota;Kecamatan;Desa/Kelurahan;Status Desa/Kelurahan
Simalungun;Kabupaten;Jorlang Hataran;Jorlang Hataran;Desa
Simalungun;Kabupaten;Jorlang Hataran;Kasindir;Desa
Simalungun;Kabupaten;Jorlang Hataran;Panombean Huta Urung;Desa
Simalungun;Kabupaten;Jorlang Hataran;Pagar Pinang;Desa
Simalungun;Kabupaten;Jorlang Hataran;Parmonangan;Desa
Simalungun;Kabupaten;Jorlang Hataran;Pinang Ratus;Desa
Simalungun;Kabupaten;Jorlang Hataran;Sibunga-bunga;Desa
Simalungun;Kabupaten;Jorlang Hataran;Tiga Balata;Kelurahan
Simalungun;Kabupaten;Panei;Bah Bolon Tongah;Desa
Simalungun;Kabupaten;Panei;Bah Liran Siborna;Desa
Simalungun;Kabupaten;Panei;Bangun Dasmariah;Desa
Simalungun;Kabupaten;Panei;Bangun Rakyat;Desa
Simalungun;Kabupaten;Panei;Bangun Sitolu Bah;Desa
Simalungun;Kabupaten;Panei;Janggir Leto;Desa
Simalungun;Kabupaten;Panei;Mekar Sari Raya;Desa
Simalungun;Kabupaten;Panei;Nauli Baru;Desa
Simalungun;Kabupaten;Panei;Rawang Pardomuan Nauli;Desa
Simalungun;Kabupaten;Panei;Siborna;Desa
Simalungun;Kabupaten;Panei;Sigodang;Desa
Simalungun;Kabupaten;Panei;Sigodang Barat;Desa
Simalungun;Kabupaten;Panei;Simantin Pane Dame;Desa
Simalungun;Kabupaten;Panei;Simpang Raya;Desa
Simalungun;Kabupaten;Panei;Simpang Raya Dasma;Desa
Simalungun;Kabupaten;Panei;Sipoldas;Desa
Simalungun;Kabupaten;Panei;Panei Tongah;Kelurahan
Simalungun;Kabupaten;Pamatang Silima Huta;Bandar Saribu;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Mardingding;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Naga Bosar;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Naga Saribu;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Saribu Janji;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Siboras;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Silimakuta Barat;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Sinar Naga Mariah;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Ujung Mariah;Desa
Simalungun;Kabupaten;Pamatang Silima Huta;Ujung Saribu;Desa
Simalungun;Kabupaten;Panombeian Panei;Banuh Raya;Desa
Simalungun;Kabupaten;Panombeian Panei;Marjandi;Desa
Simalungun;Kabupaten;Panombeian Panei;Marjandi Pisang;Desa
Simalungun;Kabupaten;Panombeian Panei;Nagori Bosar;Desa
Simalungun;Kabupaten;Panombeian Panei;Panombeian;Desa
Simalungun;Kabupaten;Panombeian Panei;Pematang Pane;Desa
Simalungun;Kabupaten;Panombeian Panei;Pematang Panombeian;Desa
Simalungun;Kabupaten;Panombeian Panei;Rukun Mulyo;Desa
Simalungun;Kabupaten;Panombeian Panei;Simbolon Tengkoh;Desa
Simalungun;Kabupaten;Panombeian Panei;Simpang Panei;Desa
Simalungun;Kabupaten;Panombeian Panei;Talun Kondot;Desa
Simalungun;Kabupaten;Pematang Bandar;Bandar Manis;Desa
Simalungun;Kabupaten;Pematang Bandar;Kandangan;Desa
Simalungun;Kabupaten;Pematang Bandar;Kerasaan II;Desa
Simalungun;Kabupaten;Pematang Bandar;Mariah Bandar;Desa
Simalungun;Kabupaten;Pematang Bandar;Pardomuan Nauli;Desa
Simalungun;Kabupaten;Pematang Bandar;Purba Ganda;Desa
Simalungun;Kabupaten;Pematang Bandar;Purwodadi;Desa
Simalungun;Kabupaten;Pematang Bandar;Purwosari;Desa
Simalungun;Kabupaten;Pematang Bandar;Talun Madear;Desa
Simalungun;Kabupaten;Pematang Bandar;Talun Rejo;Desa
Simalungun;Kabupaten;Pematang Bandar;Wonorejo;Desa
Simalungun;Kabupaten;Pematang Bandar;Kerasaan I;Kelurahan
Simalungun;Kabupaten;Pematang Bandar;Pematang Bandar;Kelurahan
Simalungun;Kabupaten;Pematang Sidamanik;Bandar Manik;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Gorak;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Jorlang Huluan;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Pematang Sidamanik;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Pematang Tambun Raya;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Sait Buttu Saribu;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Sarimantin;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Sihaporas;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Simantin;Desa
Simalungun;Kabupaten;Pematang Sidamanik;Gorak;Kelurahan
Simalungun;Kabupaten;Purba;Bandar Sauhur;Desa
Simalungun;Kabupaten;Purba;Bunga Sampang;Desa
Simalungun;Kabupaten;Purba;Hinalang;Desa
Simalungun;Kabupaten;Purba;Huta Raja;Desa
Simalungun;Kabupaten;Purba;Nagori Tongah;Desa
Simalungun;Kabupaten;Purba;Pematang Purba;Desa
Simalungun;Kabupaten;Purba;Purba Dolok;Desa
Simalungun;Kabupaten;Purba;Purba Sipinggan;Desa
Simalungun;Kabupaten;Purba;Purba Tongah;Desa
Simalungun;Kabupaten;Purba;Seribu Jandi;Desa
Simalungun;Kabupaten;Purba;Tano Tinggir;Desa
Simalungun;Kabupaten;Purba;Urung Pane;Desa
Simalungun;Kabupaten;Purba;Urung Purba;Desa
Simalungun;Kabupaten;Purba;Hinalang;Kelurahan
Simalungun;Kabupaten;Raya;Bahapal Raya;Desa
Simalungun;Kabupaten;Raya;Bongguran Kariahan;Desa
Simalungun;Kabupaten;Raya;Dame Raya;Desa
Simalungun;Kabupaten;Raya;Limag Raya;Desa
Simalungun;Kabupaten;Raya;Lokkung Raya;Desa
Simalungun;Kabupaten;Raya;Raya Bayu;Desa
Simalungun;Kabupaten;Raya;Raya Bosi;Desa
Simalungun;Kabupaten;Raya;Sihubu Raya;Desa
Simalungun;Kabupaten;Raya;Silou Buntu;Desa
Simalungun;Kabupaten;Raya;Silou Huluan;Desa
Simalungun;Kabupaten;Raya;Simbou Baru;Desa
Simalungun;Kabupaten;Raya;Siporkas;Desa
Simalungun;Kabupaten;Raya;Baringin Raya;Kelurahan
Simalungun;Kabupaten;Raya;Dalig Raya;Kelurahan
Simalungun;Kabupaten;Raya;Merek Raya;Kelurahan
Simalungun;Kabupaten;Raya;PematangRaya;Kelurahan
Simalungun;Kabupaten;Raya;Sondi Raya;Kelurahan
Simalungun;Kabupaten;Raya Kahean;Ambarokan Pane Raya;Desa
Simalungun;Kabupaten;Raya Kahean;Bah Bulian;Desa
Simalungun;Kabupaten;Raya Kahean;Bah Tonang;Desa
Simalungun;Kabupaten;Raya Kahean;Bangun Raya;Desa
Simalungun;Kabupaten;Raya Kahean;Banjaran;Desa
Simalungun;Kabupaten;Raya Kahean;Banuh Raya;Desa
Simalungun;Kabupaten;Raya Kahean;Durian Banggal;Desa
Simalungun;Kabupaten;Raya Kahean;Gunung Datas;Desa
Simalungun;Kabupaten;Raya Kahean;Marubun Siboras;Desa
Simalungun;Kabupaten;Raya Kahean;Panduman;Desa
Simalungun;Kabupaten;Raya Kahean;Puli Buah;Desa
Simalungun;Kabupaten;Raya Kahean;Sambosar Raya;Desa
Simalungun;Kabupaten;Raya Kahean;Sorba Dolog;Desa
Simalungun;Kabupaten;Raya Kahean;Sindar Raya;Kelurahan
Simalungun;Kabupaten;Siantar;Dolok Hataran;Desa
Simalungun;Kabupaten;Siantar;Dolok Marlawan;Desa
Simalungun;Kabupaten;Siantar;Karang Bangun;Desa
Simalungun;Kabupaten;Siantar;Laras Dua;Desa
Simalungun;Kabupaten;Siantar;Lestari Indah;Desa
Simalungun;Kabupaten;Siantar;Marihat Baris;Desa
Simalungun;Kabupaten;Siantar;Nusa Harapan;Desa
Simalungun;Kabupaten;Siantar;Pantoan Maju;Desa
Simalungun;Kabupaten;Siantar;Pematang Silampuyang;Desa
Simalungun;Kabupaten;Siantar;Pematang Simalungun;Desa
Simalungun;Kabupaten;Siantar;Rambung Merah;Desa
Simalungun;Kabupaten;Siantar;Sejahtera;Desa
Simalungun;Kabupaten;Siantar;Siantar Estate;Desa
Simalungun;Kabupaten;Siantar;Silampuyang;Desa
Simalungun;Kabupaten;Siantar;Silau Malaha;Desa
Simalungun;Kabupaten;Siantar;Silau Manik;Desa
Simalungun;Kabupaten;Siantar;Sitalasari;Desa
Simalungun;Kabupaten;Sidamanik;Ambarisan;Desa
Simalungun;Kabupaten;Sidamanik;Bah Biak;Desa
Simalungun;Kabupaten;Sidamanik;Bah Butong I;Desa
Simalungun;Kabupaten;Sidamanik;Bah Butong II;Desa
Simalungun;Kabupaten;Sidamanik;Bahal Gajah;Desa
Simalungun;Kabupaten;Sidamanik;Birong Ulu Manriah;Desa
Simalungun;Kabupaten;Sidamanik;Bukit Rejo;Desa
Simalungun;Kabupaten;Sidamanik;Kebun Sayur;Desa
Simalungun;Kabupaten;Sidamanik;Manik Hataran;Desa
Simalungun;Kabupaten;Sidamanik;Manik Maraja;Desa
Simalungun;Kabupaten;Sidamanik;Manik Rambung;Desa
Simalungun;Kabupaten;Sidamanik;Mekar Sidamanik;Desa
Simalungun;Kabupaten;Sidamanik;Sidamanik;Desa
Simalungun;Kabupaten;Sidamanik;Tiga Bolon;Desa
Simalungun;Kabupaten;Sidamanik;Sarimatondang;Kelurahan
Simalungun;Kabupaten;Silimakuta;Bangun Mariah;Desa
Simalungun;Kabupaten;Silimakuta;Purba Sinombah;Desa
Simalungun;Kabupaten;Silimakuta;Purbatua;Desa
Simalungun;Kabupaten;Silimakuta;Purbatua Etek;Desa
Simalungun;Kabupaten;Silimakuta;Purbatua Baru;Desa
Simalungun;Kabupaten;Silimakuta;Sinar Baru;Desa
Simalungun;Kabupaten;Silimakuta;Saribu Dolok;Kelurahan
Simalungun;Kabupaten;Silau Kahean;Bah Sarimah;Desa
Simalungun;Kabupaten;Silau Kahean;Bandar Maruhur;Desa
Simalungun;Kabupaten;Silau Kahean;Bandar Nagori;Desa
Simalungun;Kabupaten;Silau Kahean;Buttu Bayu;Desa
Simalungun;Kabupaten;Silau Kahean;Damakitang;Desa
Simalungun;Kabupaten;Silau Kahean;Dolok Marawa;Desa
Simalungun;Kabupaten;Silau Kahean;Dolok Saribu Bangun;Desa
Simalungun;Kabupaten;Silau Kahean;Mariah Buttu;Desa
Simalungun;Kabupaten;Silau Kahean;Nagori Dolog;Desa
Simalungun;Kabupaten;Silau Kahean;Nagori Tani;Desa
Simalungun;Kabupaten;Silau Kahean;Pardomuan Bandar;Desa
Simalungun;Kabupaten;Silau Kahean;Pardomuan Tongah;Desa
Simalungun;Kabupaten;Silau Kahean;Silau Dunia;Desa
Simalungun;Kabupaten;Silau Kahean;Silau Paribuan;Desa
Simalungun;Kabupaten;Silau Kahean;Simanabun;Desa
Simalungun;Kabupaten;Silau Kahean;Sinasih;Desa
Simalungun;Kabupaten;Tanah Jawa;Bah Jambi II;Desa
Simalungun;Kabupaten;Tanah Jawa;Bah Jambi III;Desa
Simalungun;Kabupaten;Tanah Jawa;Bah Kisat;Desa
Simalungun;Kabupaten;Tanah Jawa;Baja Dolok;Desa
Simalungun;Kabupaten;Tanah Jawa;Baliju;Desa
Simalungun;Kabupaten;Tanah Jawa;Balimbingan;Desa
Simalungun;Kabupaten;Tanah Jawa;Bayu Bagasan;Desa
Simalungun;Kabupaten;Tanah Jawa;Bosar Galugur;Desa
Simalungun;Kabupaten;Tanah Jawa;Maligas Tongah;Desa
Simalungun;Kabupaten;Tanah Jawa;Marubun Bayu;Desa
Simalungun;Kabupaten;Tanah Jawa;Marubun Jaya;Desa
Simalungun;Kabupaten;Tanah Jawa;Mekar Mulia;Desa
Simalungun;Kabupaten;Tanah Jawa;Muara Mulia;Desa
Simalungun;Kabupaten;Tanah Jawa;Pagar Jambi;Desa
Simalungun;Kabupaten;Tanah Jawa;Panombean Marjanji;Desa
Simalungun;Kabupaten;Tanah Jawa;Parbalogan;Desa
Simalungun;Kabupaten;Tanah Jawa;Pardamean Asih;Desa
Simalungun;Kabupaten;Tanah Jawa;Tanjung Pasir;Desa
Simalungun;Kabupaten;Tanah Jawa;Totap Majawa;Desa
Simalungun;Kabupaten;Tanah Jawa;Pematang Tanah Jawa;Kelurahan
Simalungun;Kabupaten;Tapian Dolok;Batu Silangit;Desa
Simalungun;Kabupaten;Tapian Dolok;Dolok Kahean;Desa
Simalungun;Kabupaten;Tapian Dolok;Dolok Maraja;Desa
Simalungun;Kabupaten;Tapian Dolok;Dolok Simbolon;Desa
Simalungun;Kabupaten;Tapian Dolok;Dolok Ulu;Desa
Simalungun;Kabupaten;Tapian Dolok;Naga Dolok;Desa
Simalungun;Kabupaten;Tapian Dolok;Nagur Usang;Desa
Simalungun;Kabupaten;Tapian Dolok;Negeri Bayu Muslimin;Desa
Simalungun;Kabupaten;Tapian Dolok;Pematang Dolok Kahean;Desa
Simalungun;Kabupaten;Tapian Dolok;Purbasari;Desa
Simalungun;Kabupaten;Tapian Dolok;Sinaksak;Kelurahan
Simalungun;Kabupaten;Ujung Padang;Aek Gerger;Desa
Simalungun;Kabupaten;Ujung Padang;Bangun Sordang;Desa
Simalungun;Kabupaten;Ujung Padang;Banjar Ulu;Desa
Simalungun;Kabupaten;Ujung Padang;Dusun Ulu;Desa
Simalungun;Kabupaten;Ujung Padang;Huta Parik;Desa
Simalungun;Kabupaten;Ujung Padang;Kampung Lalang;Desa
Simalungun;Kabupaten;Ujung Padang;Pagar Bosi;Desa
Simalungun;Kabupaten;Ujung Padang;Pulo Pitu Marihat;Desa
Simalungun;Kabupaten;Ujung Padang;Rawa Masin;Desa
Simalungun;Kabupaten;Ujung Padang;Riah Naposo;Desa
Simalungun;Kabupaten;Ujung Padang;Sayur Matinggi;Desa
Simalungun;Kabupaten;Ujung Padang;Sei Merbau;Desa
Simalungun;Kabupaten;Ujung Padang;Siringan-ringan;Desa
Simalungun;Kabupaten;Ujung Padang;Sordang Baru;Desa
Simalungun;Kabupaten;Ujung Padang;Sordang Bolon;Desa
Simalungun;Kabupaten;Ujung Padang;Tanjung Rapuan;Desa
Simalungun;Kabupaten;Ujung Padang;Taratak Nagodang;Desa
Simalungun;Kabupaten;Ujung Padang;Teluk Tapian;Desa
Simalungun;Kabupaten;Ujung Padang;Tinjoan;Desa
Simalungun;Kabupaten;Ujung Padang;Ujung Padang;Kelurahan
Tapanuli Selatan;Kabupaten;Aek Bilah;Aek Latong;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Aek Urat;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Biru;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Gorahut;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Huta Baru;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Lobu Tayas;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Sihulambu;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Silangkitang;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Sigolang;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Tapus Godang;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Tapus Sipagabu;Desa
Tapanuli Selatan;Kabupaten;Aek Bilah;Tolang;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Aek Nabara;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Lembah Lubuk Raya;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Lobu Layan Sigordang;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Panobasan;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Panobasan Lombang;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Parsalakan;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Sialogo;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Sibangkua;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Sigumuru;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Sisundung;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Sitaratoit;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Siuhom;Desa
Tapanuli Selatan;Kabupaten;Angkola Barat;Simatorkis Sisoma;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Barat;Sitinjak;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Basilam Baru;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Huta Holbung;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Janji Mauli MT;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Muara Purba Nauli;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Muara Tais I;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Muara Tais II;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Muara Tais III;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Pangaribuan;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Pargumbangan;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Pasir Matogu;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Sipangko;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Sori Manaon;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Tatengger;Desa
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Bintuju;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Muara Tais;Huta Tonga;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Aek Pardomuan;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Bandar Tarutung;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Batu Godang;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Malombu;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Perkebunan;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Simataniari;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Simatohir;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Tindoan Laut;Desa
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Rianiate;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Sangkunur;Sangkunur;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Selatan;Aek Natas;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Dolok Godang;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Gunung Baringin;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Perk Marpinggan;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Pintu Padang;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Siamporik Dolok;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Siamporik Lombang;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Sibongbong;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Sihopur;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Sihuik Kuik;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Sinyior;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Situmbaga;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Tandihat;Desa
Tapanuli Selatan;Kabupaten;Angkola Selatan;Napa;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Selatan;Pardomuan;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Selatan;Simarpinggan;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Selatan;Tapian Nauli;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Timur;Huraba;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Huta Ginjang;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Lantosan Rogas;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Marisi;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Pal XI;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Panompuan;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Panompuan Jae;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Pargarutan Dolok;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Pargarutan Jae;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Pargarutan Julu;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Pargarutan Tonga;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Sanggapati;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Sijungkang;Desa
Tapanuli Selatan;Kabupaten;Angkola Timur;Batang Tura Sirumambe;Kelurahan
Tapanuli Selatan;Kabupaten;Angkola Timur;Pasar Pargarutan;Kelurahan
Tapanuli Selatan;Kabupaten;Arse;Aek Haminjon;Desa
Tapanuli Selatan;Kabupaten;Arse;Dalihan Natolu;Desa
Tapanuli Selatan;Kabupaten;Arse;Nanggar Jati;Desa
Tapanuli Selatan;Kabupaten;Arse;Nanggar Jati Huta Padang;Desa
Tapanuli Selatan;Kabupaten;Arse;Natambang Roncitan;Desa
Tapanuli Selatan;Kabupaten;Arse;Pardomuan;Desa
Tapanuli Selatan;Kabupaten;Arse;Gunung;Desa
Tapanuli Selatan;Kabupaten;Arse;Sipogu;Desa
Tapanuli Selatan;Kabupaten;Arse;Arse Nauli;Kelurahan
Tapanuli Selatan;Kabupaten;Arse;Lancat;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Angkola;Aek Gunung;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Aek Nauli;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Bargot Topong;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Benteng Huraba;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Hurase;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Huta Padang;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Janji Manaon;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Padang Kahombu;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Pasar Lamo;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sibulele Muara;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sidadi I;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sidadi II;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sigulang Losung;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sitampa;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sorik;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Sorimadingin Pintu Padang;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Tahalak Ujung Gading;Desa
Tapanuli Selatan;Kabupaten;Batang Angkola;Bangun Purba;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Angkola;Pintu Padang Raya I;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Angkola;Pintu Padang Raya II;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Angkola;Sigalangan;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Toru;Aek Ngadol Sitinjak;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Batu Horing;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Batu Hula;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Garoga;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Hapesong Baru;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Hapesong Lama;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Hutabaru;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Huta Godang;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Napa;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Perkebunan Hapesong;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Sianggunan;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Sigala-gala;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Sipenggeng;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Sisipa;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Sumuran;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Telo;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Wek III;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Wek IV;Desa
Tapanuli Selatan;Kabupaten;Batang Toru;Aek Pining;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Toru;Padang Lancat;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Toru;Perkebunan Batang Toru;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Toru;Wek I;Kelurahan
Tapanuli Selatan;Kabupaten;Batang Toru;Wek II;Kelurahan
Tapanuli Selatan;Kabupaten;Marancar;Aek Nabara;Desa
Tapanuli Selatan;Kabupaten;Marancar;Aek Sabaon;Desa
Tapanuli Selatan;Kabupaten;Marancar;Gapuk Tua;Desa
Tapanuli Selatan;Kabupaten;Marancar;Haunatas;Desa
Tapanuli Selatan;Kabupaten;Marancar;Huraba;Desa
Tapanuli Selatan;Kabupaten;Marancar;Marancar Godang;Desa
Tapanuli Selatan;Kabupaten;Marancar;Marancar Julu;Desa
Tapanuli Selatan;Kabupaten;Marancar;Mombang Boru;Desa
Tapanuli Selatan;Kabupaten;Marancar;Simaninggir;Desa
Tapanuli Selatan;Kabupaten;Marancar;Sugi;Desa
Tapanuli Selatan;Kabupaten;Marancar;Tanjung Dolok;Desa
Tapanuli Selatan;Kabupaten;Marancar;Pasar Sempurna;Kelurahan
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Bandar Hanipis;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Muara Huta Raja;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Muara Upu;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Pardamean;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Simarlelan;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Terapung Raya;Desa
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Huta Raja;Kelurahan
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Muara Ampolu;Kelurahan
Tapanuli Selatan;Kabupaten;Muara Batang Toru;Muara Manompas;Kelurahan
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Batang Parsuluman;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Damparan Haunatas;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Padang Mandailing Garugur;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Parau Sorat Sitabo-tabo;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Pintu Padang Mandalasena;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Saut Banua Simanosor;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Sidapdap Simanosor;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Silangkitang Tambiski;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Simangambat;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Somba Debata Purba;Desa
Tapanuli Selatan;Kabupaten;Saipar Dolok Hole;Sunge Sigiring-giring;Desa
